ပါ	0.5001643738267268
က	0.43338324079538554
တယ်	0.40791037396204854
ကို	0.3985872108921257
မ	0.32352669811486157
သည်	0.28025497208245026
နေ	0.27852310116294865
တာ	0.27293261609619107
တွေ	0.2530480728774235
ရ	0.24845093301845017
မှာ	0.24160164337408604
တဲ့	0.18462732301395635
များ	0.18272116385653722
တော့	0.17465001909181718
ဖြစ်	0.17116645936360972
ပြီး	0.1562622578992229
နဲ့	0.15475188730209172
ရှိ	0.14922130744169845
လို့	0.14046497582996584
တို့	0.13486325685934963
လည်း	0.12846340348117322
တစ်	0.1277017872145718
ခဲ့	0.12466646772890598
ဘူး	0.12236801885266628
သူ	0.1212537133715681
ပဲ	0.12097543346268412
ဆို	0.11651405732365054
လိုက်	0.11392749075154325
မှ	0.10808205529523571
လာ	0.10637328832469514
ပေး	0.10570825101217653
၏	0.10275774729894353
ကြ	0.10194145592234634
နိုင်	0.09634713962455708
သွား	0.0960908866030329
ပြော	0.09203961621431574
လား	0.08755726861110656
ရင်	0.08659004897622465
သော	0.08428593269958283
ထား	0.08234904167102614
မယ်	0.081068444127762
တွင်	0.07381250057399452
နှင့်	0.07242719684614403
လေး	0.06951099184949538
မှု	0.06882807209499806
ရေး	0.06742865781151246
လေ	0.06656132359014388
ရဲ့	0.06648374294461562
ပြီ	0.06532569770223036
လုပ်	0.06441316766849536
ချစ်	0.06415000021127104
လဲ	0.061773593203829844
ချင်	0.06025071545017098
ဒီ	0.0582098612849824
သိ	0.05780695851658628
ကောင်း	0.05694586815064166
နှစ်	0.056800764939343606
ဘာ	0.056193195858194
ပါစေ	0.055639367990544045
လို	0.05544146913939555
ဟုတ်	0.055187331670047544
အားပေး	0.05384078506333398
ဟာ	0.05381638615402966
အရမ်း	0.05359635154532164
နော်	0.05318874882612109
မြန်မာ	0.05233350992865751
ဖို့	0.04932663923338697
အတွက်	0.048244913628310356
ကြီး	0.04766301956546602
ထဲ	0.04764070096987594
ခြင်း	0.04700296087626859
ခု	0.04694735329579975
ကျွန်တော်	0.0468949040359635
ပြန်	0.046671296477650705
၍	0.045715973212853714
သို့	0.043253637316276614
ယောက်	0.04043126187651992
နိုင်ငံ	0.04010894920605036
ကြည့်	0.03990142268580259
လူ	0.03911696023817256
ပေါ့	0.03826007053468603
အောင်	0.03634381470355174
သူ့	0.03587995844668203
ဦး	0.03522456027637168
ရောက်	0.03473672052909056
သေး	0.03281650332494508
မည်	0.03248254994965918
မင်း	0.03246972513164846
လှ	0.03189885069942773
ကလေး	0.03175985867624956
သာ	0.03173001535140674
ရေ	0.031339392516231676
စေ	0.03120849945180369
ဘယ်	0.030878526178368833
မင်္ဂလာ	0.03082534434726852
ရာ	0.030504640080651492
သာဓု	0.030321855525558862
ဟု	0.029525614722707053
မိ	0.029328798422847906
စရာ	0.02929144772310091
